Div,Date,Time,HomeTeam,AwayTeam,HomeScore,AwayScore,Result
D1,31/08/2019,14:30,Wolfsburg,Paderborn,1,1,D
D1,31/08/2019,17:30,Union Berlin,Dortmund,3,1,H
D1,1/9/19,14:30,Werder Bremen,Augsburg,3,2,H
D1,1/9/19,17:00,Ein Frankfurt,Fortuna Dusseldorf,2,1,H
D1,13/09/2019,19:30,Fortuna Dusseldorf,Wolfsburg,1,1,D
D1,14/09/2019,14:30,Augsburg,Ein Frankfurt,2,1,H
D1,14/09/2019,14:30,Dortmund,Leverkusen,4,0,H
D1,14/09/2019,14:30,FC Koln,M'gladbach,0,1,A
D1,14/09/2019,14:30,Mainz,Hertha,2,1,H
D1,14/09/2019,14:30,Union Berlin,Werder Bremen,1,2,A
D1,14/09/2019,17:30,RB Leipzig,Bayern Munich,1,1,D
D1,15/09/2019,14:30,Hoffenheim,Freiburg,0,3,A
D1,15/09/2019,17:00,Paderborn,Schalke 04,1,5,A
D1,20/09/2019,19:30,Schalke 04,Mainz,2,1,H
D1,21/09/2019,14:30,Bayern Munich,FC Koln,4,0,H
D1,21/09/2019,14:30,Freiburg,Augsburg,1,1,D
D1,21/09/2019,14:30,Hertha,Paderborn,2,1,H
D1,21/09/2019,14:30,Leverkusen,Union Berlin,2,0,H
D1,21/09/2019,17:30,Werder Bremen,RB Leipzig,0,3,A
D1,22/09/2019,14:30,M'gladbach,Fortuna Dusseldorf,2,1,H
D1,22/09/2019,17:00,Ein Frankfurt,Dortmund,2,2,D
D1,23/09/2019,19:30,Wolfsburg,Hoffenheim,1,1,D
D1,27/09/2019,19:30,Union Berlin,Ein Frankfurt,1,2,A
D1,28/09/2019,14:30,Augsburg,Leverkusen,0,3,A
D1,28/09/2019,14:30,Hoffenheim,M'gladbach,0,3,A
D1,28/09/2019,14:30,Mainz,Wolfsburg,0,1,A
D1,28/09/2019,14:30,Paderborn,Bayern Munich,2,3,A
D1,28/09/2019,14:30,RB Leipzig,Schalke 04,1,3,A
D1,28/09/2019,17:30,Dortmund,Werder Bremen,2,2,D
D1,29/09/2019,14:30,Fortuna Dusseldorf,Freiburg,1,2,A
D1,29/09/2019,17:00,FC Koln,Hertha,0,4,A
D1,4/10/19,19:30,Hertha,Fortuna Dusseldorf,3,1,H
D1,5/10/19,14:30,Bayern Munich,Hoffenheim,1,2,A
D1,5/10/19,14:30,Freiburg,Dortmund,2,2,D
D1,5/10/19,14:30,Leverkusen,RB Leipzig,1,1,D
D1,5/10/19,14:30,Paderborn,Mainz,1,2,A
D1,5/10/19,17:30,Schalke 04,FC Koln,1,1,D
D1,6/10/19,12:30,M'gladbach,Augsburg,5,1,H
D1,6/10/19,14:30,Wolfsburg,Union Berlin,1,0,H
D1,6/10/19,17:00,Ein Frankfurt,Werder Bremen,2,2,D
D1,18/10/2019,19:30,Ein Frankfurt,Leverkusen,3,0,H
D1,19/10/2019,14:30,Augsburg,Bayern Munich,2,2,D
D1,19/10/2019,14:30,Fortuna Dusseldorf,Mainz,1,0,H
D1,19/10/2019,14:30,RB Leipzig,Wolfsburg,1,1,D
D1,19/10/2019,14:30,Union Berlin,Freiburg,2,0,H
D1,19/10/2019,14:30,Werder Bremen,Hertha,1,1,D
D1,19/10/2019,17:30,Dortmund,M'gladbach,1,0,H
D1,20/10/2019,14:30,FC Koln,Paderborn,3,0,H
D1,20/10/2019,17:00,Hoffenheim,Schalke 04,2,0,H
D1,25/10/2019,19:30,Mainz,FC Koln,3,1,H
D1,26/10/2019,14:30,Bayern Munich,Union Berlin,2,1,H
D1,26/10/2019,14:30,Freiburg,RB Leipzig,2,1,H
D1,26/10/2019,14:30,Hertha,Hoffenheim,2,3,A
D1,26/10/2019,14:30,Paderborn,Fortuna Dusseldorf,2,0,H
D1,26/10/2019,14:30,Schalke 04,Dortmund,0,0,D
D1,26/10/2019,17:30,Leverkusen,Werder Bremen,2,2,D
D1,27/10/2019,14:30,Wolfsburg,Augsburg,0,0,D
D1,27/10/2019,17:00,M'gladbach,Ein Frankfurt,4,2,H
D1,1/11/19,19:30,Hoffenheim,Paderborn,3,0,H
D1,2/11/19,14:30,Dortmund,Wolfsburg,3,0,H
D1,2/11/19,14:30,Ein Frankfurt,Bayern Munich,5,1,H
D1,2/11/19,14:30,Leverkusen,M'gladbach,1,2,A
D1,2/11/19,14:30,RB Leipzig,Mainz,8,0,H
D1,2/11/19,14:30,Werder Bremen,Freiburg,2,2,D
D1,2/11/19,17:30,Union Berlin,Hertha,1,0,H
D1,3/11/19,14:30,Fortuna Dusseldorf,FC Koln,2,0,H
D1,3/11/19,17:00,Augsburg,Schalke 04,2,3,A
D1,8/11/19,19:30,FC Koln,Hoffenheim,1,2,A
D1,9/11/19,14:30,Hertha,RB Leipzig,2,4,A
D1,9/11/19,14:30,Mainz,Union Berlin,2,3,A
D1,9/11/19,14:30,Paderborn,Augsburg,0,1,A
